c_title	c_upload_time	c_duration	c_description	c_media_id	c_title_s	c_uploader	
王者排位日志【49】后手半肉露娜杀戮模式启动中！	2016-12-29 00:00:00	17:40	本期德古拉为大家带来荣耀王者局排位视频，不开启个杀戮模式真当我大露娜是玩辅助的？！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	n03606dbg9p	王者排位日志【49】后手半肉露娜杀戮模式启动中！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP4站着输出位打着辅助心！	2016-12-29 00:00:00	10:28	本期德古拉为大家带来本月的赏金联赛EP4的攻略视频，手感欠佳但是依旧很沉稳！德古拉 粉丝十五群 215717571十六群 567474484！订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	y0360rvwznb	王者荣耀【德古拉解说】赏金十胜EP4站着输出位打着辅助心！	德古拉Dracula	
王者荣耀【德古拉解说】猫娘荆轲精准入场超神之旅！	2016-12-29 00:00:00	08:36	本期德古拉为大家带来限免英雄荆轲的5V5模式第一视角视频，掉线30秒什么的不算是，回手就是双杀，入场时机我最稳！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	p03600z63sr	王者荣耀【德古拉解说】猫娘荆轲精准入场超神之旅！	德古拉Dracula	
王者荣耀【德古拉解说】韩信白龙吟！耍帅扮酷就靠它！	2016-12-29 00:00:00	10:48	本期德古拉为大家带来热门英雄韩信的5V5模式第一视角视频，白龙吟又拿出来玩了下，怼谁谁没命，怕什么！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	a03609h0wsc	王者荣耀【德古拉解说】韩信白龙吟！耍帅扮酷就靠它！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP3右手露娜屠戮秀！	2016-12-29 00:00:00	14:30	本期德古拉为大家带来本月的赏金联赛EP3的攻略视频，右手露娜，撞塔什么的德古拉很常做！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	k0360jf07sc	王者荣耀【德古拉解说】赏金十胜EP3右手露娜屠戮秀！	德古拉Dracula	
王者排位日志【48】肉露娜极限控制流！	2016-12-28 00:00:00	17:13	本期德古拉为大家带来荣耀王者局排位视频，肉露娜舍身取义助队友拿五杀！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	f0360h7zb5t	王者排位日志【48】肉露娜极限控制流！	德古拉Dracula	
王者荣耀【德古拉解说】貂蝉逐梦秀身法！跳的是节奏！	2016-12-28 00:00:00	14:10	本期德古拉为大家带来热门英雄貂蝉的5V5模式第一视角视频，浪不起来就稳稳地打，我也能稳的哦！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	q03602mlzku	王者荣耀【德古拉解说】貂蝉逐梦秀身法！跳的是节奏！	德古拉Dracula	
王者荣耀【德古拉解说】夏侯惇克隆战吕布！15杀妥妥的！	2016-12-28 00:00:00	17:26	本期德古拉为大家带来英雄夏侯惇的克隆模式第一视角视频，对阵吕布4打5，激情不减怒拿15杀！德古拉 粉丝十五群 215717571；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	a0360wqguwx	王者荣耀【德古拉解说】夏侯惇克隆战吕布！15杀妥妥的！	德古拉Dracula	
王者荣耀【德古拉解说】韩信1级反野2级杀人从头浪到尾！	2016-12-28 00:00:00	13:40	本期德古拉为大家带来热门英雄韩信的5V5第一视角视频，哎呀又开始浪了，你们准备好了吗！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	b0360uqh399	王者荣耀【德古拉解说】韩信1级反野2级杀人从头浪到尾！	德古拉Dracula	
王者荣耀【德古拉解说】限免高渐离！有一种爱就是唱到死！	2016-12-27 00:00:00	12:18	本期德古拉为大家带来限免英雄高渐离的5V5模式第一视角视频，伤害什么的简直太爆炸，别哭站着撸！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	k0360mfk5gh	王者荣耀【德古拉解说】限免高渐离！有一种爱就是唱到死！	德古拉Dracula	
王者荣耀【德古拉解说】掉线躺赢露娜照样能拿MVP！	2016-12-27 00:00:00	08:58	本期德古拉为大家带来热门英雄露娜的5V5模式第一视角视频，只是掉线一下，照样也能拿三杀怒抢MVP！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	u0360rdqosc	王者荣耀【德古拉解说】掉线躺赢露娜照样能拿MVP！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP2李白21杀震场！	2016-12-27 00:00:00	20:36	本期德古拉为大家带来本月的赏金联赛EP2的攻略视频，左手李白，队友再送也没事，关键看技术！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	r0360985hd4	王者荣耀【德古拉解说】赏金十胜EP2李白21杀震场！	德古拉Dracula	
王者排位日志【47】左手李白碾压一切的气场！	2016-12-27 00:00:00	11:23	本期德古拉为大家带来荣耀王者局排位视频，李白终极秀，走到哪里哪里就是战场！本期德古拉为大家带来荣耀王者局排位视频，李白终极秀，走到哪里哪里就是战场！	s0360ot4q0r	王者排位日志【47】左手李白碾压一切的气场！	德古拉Dracula	
王者荣耀【德古拉解说】韩信火焰山差一点力挽狂澜！	2016-12-27 00:00:00	05:52	本期德古拉为大家带来英雄韩信的火焰山第一视角视频，想以一己之力力挽狂澜，但是现实是残酷的！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	b0360uptfvl	王者荣耀【德古拉解说】韩信火焰山差一点力挽狂澜！	德古拉Dracula	
王者荣耀【德古拉解说】马可波罗克隆荆轲发育才是王道！	2016-12-27 00:00:00	13:12	本期德古拉为大家带来英雄马可波罗的克隆模式第一视角视频，对阵荆轲还是老套路发育不打团，单抓一个收一个，打到荆轲崩溃！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	a0360by8box	王者荣耀【德古拉解说】马可波罗克隆荆轲发育才是王道！	德古拉Dracula	
王者荣耀【德古拉解说】芈月大乱斗缩着打怼死一个是一个！	2016-12-27 00:00:00	09:49	本期德古拉为大家带来英雄芈月的大乱斗第一视角视频，就是缩在后面打，看准时机一击必杀！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	f0360tj6w8d	王者荣耀【德古拉解说】芈月大乱斗缩着打怼死一个是一个！	德古拉Dracula	
王者荣耀【德古拉解说】妖狐李白不止秀操作更要秀人品！	2016-12-27 00:00:00	13:19	本期德古拉为大家带来热门英雄李白的5V5第一视角视频，帮朋友那就是义不容辞，约战什么的必须要打的有亮点！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	l0359a3jtfi	王者荣耀【德古拉解说】妖狐李白不止秀操作更要秀人品！	德古拉Dracula	
王者荣耀【德古拉解说】卖血求生程咬金！一棒抵千金！	2016-12-27 00:00:00	12:21	本期德古拉为大家带来热门英雄程咬金的5V5第一视角视频，我就是喜欢你们看不爽我又干不掉我的心情！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	a03598qkh1k	王者荣耀【德古拉解说】卖血求生程咬金！一棒抵千金！	德古拉Dracula	
王者荣耀【德古拉解说】高冷男神高渐离大乱斗死磕到底！	2016-12-27 00:00:00	13:20	本期德古拉为大家带来英雄高渐离的大乱斗第一视角视频，跟我节奏死过来，一曲离歌肝肠断！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	x0359vbime1	王者荣耀【德古拉解说】高冷男神高渐离大乱斗死磕到底！	德古拉Dracula	
王者排位日志【46】成吉思汗王者归来虐猴篇！	2016-12-27 00:00:00	14:26	本期德古拉为大家带来荣耀王者局排位视频，可汗大王王者归来，虐猴就是爽，专业撸刺客玩的就是走位！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	d0359o7yws8	王者排位日志【46】成吉思汗王者归来虐猴篇！	德古拉Dracula	
王者荣耀【德古拉解说】赏金十胜EP1半肉露娜贴脸揍	2016-12-26 00:00:00	17:16	本期德古拉为大家带来本月的赏金联赛的攻略视频，露娜主场，半肉秀气来从来没怂过！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	e0359zmlyag	王者荣耀【德古拉解说】赏金十胜EP1半肉露娜贴脸揍	德古拉Dracula	
王者荣耀【德古拉解说】马克波罗赢得莫名躺的尴尬！	2016-12-26 00:00:00	09:22	本期德古拉为大家带来热门英雄马可波罗的第一视角5V5攻略视频，赢的莫名其妙，到底发生了什么！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	q0359cysjem	王者荣耀【德古拉解说】马克波罗赢得莫名躺的尴尬！	德古拉Dracula	
王者荣耀【德古拉解说】克隆橘右京大战荆轲300回合！	2016-12-26 00:00:00	15:58	本期德古拉为大家带来英雄橘右京的克隆模式第一视角视频，对阵荆轲别慌张，打死不团就抓单，以己之长攻彼之短！德古拉 粉丝十四群 379464197；订阅我收看首发更新，喜欢视频请把它分享给你的朋友！ 欢迎大家收看德古拉解说王者荣耀手游，手机上的LOL， 这里有最好玩的王者荣耀解说。尽情【订阅】【收藏】【点赞】【分享】	r0359z3qex3	王者荣耀【德古拉解说】克隆橘右京大战荆轲300回合！	德古拉Dracula	
